index,STARTSTATIONNAME,ENDSTATIONNAME,NUMBEROFTRIPS,DELTATIME,STARTSTATIONID,ENDSTATIONID
1195,Place d'Youville / McGill,de Chambly / de Rouen,1,0 days 00:37:01.752000,37,850
1196,Préfontaine / Marcel-Pépin,Parc Henri-Julien (Legendre / Henri-Julien),1,0 days 00:37:00.905000,848,287
1197,Marché Jean-Talon (Casgrain / Shamrock),Square Viger (Berri / Viger),2,0 days 00:37:00.275000,794,839
1198,Métro Parc  (Hutchison / Ogilvy),CÉGEP du Vieux-Montréal (Ontario / de l'Hôtel-de-Ville),3,0 days 00:36:59.431333333,408,823
1199,de Maisonneuve / Mansfield (sud-est),Bennett / Ste-Catherine,2,0 days 00:36:59.355000,421,530
1200,Place du Canada (Peel / des Canadiens-de-Montréal),du Parc-Lafontaine / Rachel,4,0 days 00:36:59.321250,55,176
1201,St-Viateur / Casgrain,Métro St-Michel (Shaughnessy / St-Michel),1,0 days 00:36:58.272000,532,349
1202,BAnQ (Berri),Métro Parc  (Hutchison / Ogilvy),1,0 days 00:36:57.292000,836,408
1203,Sherbrooke / Jeanne-d'Arc,Complexe sportif Claude-Robillard (Émile-Journault),2,0 days 00:36:56.850000,457,517
1204,Papineau / Émile-Journault,St-Viateur / Casgrain,1,0 days 00:36:55.154000,675,532
1205,Métro Pie-IX (Pierre-de-Coubertin / Desjardins),Place du Canada (Peel / des Canadiens-de-Montréal),1,0 days 00:36:55.095000,388,55
1206,Robert-Bourassa / St-Maurice,de Maisonneuve / Fullum,1,0 days 00:36:53.445000,49,97
1207,15e avenue / Laurier,de la Commune / King,3,0 days 00:36:51.882666666,378,51
1208,Frontenac / Ste-Catherine,Marché Atwater,1,0 days 00:36:51.292000,99,306
1209,de Maisonneuve / Aylmer (ouest),Ball / Bloomfield,1,0 days 00:36:51.146000,68,514
1210,BAnQ (Berri),Villeray / de Normanville,2,0 days 00:36:49.737500,836,485
1211,des Pins / St-Laurent,Ste-Catherine / St-Clément,1,0 days 00:36:49.587000,209,69
1212,Garnier / Beaubien,de Maisonneuve / Mackay,3,0 days 00:36:49.558666666,47,89
1213,Métro Mont-Royal (Utilités publiques / Rivard),Pierre-de-Coubertin / Aird,2,0 days 00:36:48.954500,347,647
1214,de la Côte St-Paul / St-Ambroise,St-Denis / de Maisonneuve,1,0 days 00:36:48.702000,567,15
1215,6e Avenue / Bélanger,BAnQ (Berri),2,0 days 00:36:48.690000,268,836
1216,des Pins / St-Laurent,Fabrik8 (Waverly / Jean-Talon),4,0 days 00:36:46.711750,209,801
1217,Messier / St-Joseph,Hamel / Sauriol,2,0 days 00:36:45.521500,752,480
1218,de Gaspé / Marmier,La Tour de Montréal (Pierre-de-Coubertin / Bennett),4,0 days 00:36:45.484750,692,798
1219,Workman / Vinet,Marmier / St-Denis,1,0 days 00:36:45.352000,307,168
1220,Villeray / de Normanville,de la Commune / St-Sulpice,1,0 days 00:36:44.988000,485,35
1221,Métro Papineau (Dorion / De Maisonneuve),Richmond / des Bassins,3,0 days 00:36:44.750666666,103,581
1222,Garnier / Beaubien,Place d'Youville / McGill,13,0 days 00:36:44.579846153,47,37
1223,du Mont-Royal / Clark,Atwater / Greene,2,0 days 00:36:44.516500,218,548
1224,de Maisonneuve / Mackay,Jeanne-Mance / René-Lévesque,3,0 days 00:36:43.157333333,89,582
1225,Collège de Rosemont (Beaubien / 15e avenue),Complexe Desjardins (St-Urbain / René-Lévesque),2,0 days 00:36:42.546000,840,888
1226,Marché Maisonneuve,de Maisonneuve / Mackay,1,0 days 00:36:42.146000,330,89
1227,du Parc-Lafontaine / Rachel,St-Hubert / de Maisonneuve (sud),6,0 days 00:36:41.851833333,176,822
1228,Parc Jeanne-Mance (du Mont-Royal / du Parc),Métro Joliette  (Hochelaga / Joliette),1,0 days 00:36:41.283000,220,322
1229,Parc Nicolas-Tillemont (des Érables / Villeray),Sherbrooke / Jeanne-d'Arc,1,0 days 00:36:40.541000,835,457
1230,Ste-Catherine / Bishop,Parc Molson (d'Iberville / Beaubien),4,0 days 00:36:40.220000,87,769
1231,Marmier / St-Denis,Complexe Desjardins (St-Urbain / René-Lévesque),4,0 days 00:36:39.071000,168,888
1232,de la Commune / St-Sulpice,de Bellechasse / de Lanaudière,1,0 days 00:36:38.367000,35,824
1233,Lajeunesse / Villeray,de la Montagne / Notre-Dame,2,0 days 00:36:36.689500,489,291
1234,Parc St-Henri (Laporte / Guay),Complexe Desjardins (St-Urbain / René-Lévesque),1,0 days 00:36:36.660000,427,888
1235,Aylwin / Ontario,Complexe Desjardins (St-Urbain / René-Lévesque),5,0 days 00:36:35.919000,325,888
1236,Jean-Talon / de l'Épée,Métro Peel (de Maisonneuve / Stanley),2,0 days 00:36:35.682500,500,62
1237,Parc Molson (d'Iberville / Beaubien),Peel / Notre-Dame,1,0 days 00:36:35.241000,769,77
1238,Duke / Nazareth,des Carrières / Marquette,1,0 days 00:36:35.061000,76,130
1239,Métro Place-d'Armes (Viger / St-Urbain),Préfontaine / Marcel-Pépin,1,0 days 00:36:34.877000,31,848
1240,Molson / Wiliam-Tremblay,Marché Jean-Talon (Casgrain / Shamrock),5,0 days 00:36:34.695600,886,794
1241,Papineau / Émile-Journault,René-Lévesque / Papineau,1,0 days 00:36:34.634000,675,95
1242,Garnier / Beaubien,Marché Maisonneuve,2,0 days 00:36:34.489500,47,330
1243,CHSLD Robert Cliche (de Bellechasse / 16e avenue),Square Viger (Berri / Viger),1,0 days 00:36:34.488000,838,839
1244,de la Commune / Place Jacques-Cartier,Lanaudière / Jean-Talon,1,0 days 00:36:34.451000,25,271
1245,Milton / St-Laurent,des Bassins / du Séminaire,2,0 days 00:36:33.687000,207,290
1246,Collège de Rosemont (Beaubien / 15e avenue),Rachel / de Brébeuf,1,0 days 00:36:32.510000,840,144
1247,Métro Henri-Bourassa (Henri-Bourassa / Millen),Métro Parc  (Hutchison / Ogilvy),1,0 days 00:36:32.070000,490,408
1248,Bibliothèque d'Ahuntsic (Lajeunesse / Fleury),Métro Mont-Royal (Utilités publiques / Rivard),2,0 days 00:36:31.753000,797,347
1249,Marmier / St-Denis,Tolhurst / Fleury,2,0 days 00:36:31.594000,168,515
1250,Hamel / Sauriol,CHSLD Robert Cliche (de Bellechasse / 16e avenue),1,0 days 00:36:31.342000,480,838
1251,Square Viger (Berri / Viger),CHSLD Robert Cliche (de Bellechasse / 16e avenue),2,0 days 00:36:30.843000,839,838
1252,Parc Jeanne-Mance (du Mont-Royal / du Parc),Chabanel / du Parc,1,0 days 00:36:30.401000,220,623
1253,de Maisonneuve / Mackay,Omer-Lavallée / du Midway,3,0 days 00:36:28.951333333,89,385
1254,Ontario / Ville-Marie,BAnQ (Berri),1,0 days 00:36:28.835000,474,836
1255,Peel / Notre-Dame,Ste-Catherine / St-Clément,1,0 days 00:36:27.940000,77,69
1256,Parc Villeray (Christophe-Colomb / Jarry),Robert-Bourassa / René-Lévesque,1,0 days 00:36:27.068000,342,873
1257,Collège de Rosemont (Beaubien / 15e avenue),de l'Hôtel-de-Ville / Rachel,1,0 days 00:36:26.903000,840,309
1258,St-Hubert / du Mont-Royal,Chabanel / du Parc,25,0 days 00:36:25.659080,187,623
1259,Collège de Rosemont (Beaubien / 15e avenue),Clark / Ontario,4,0 days 00:36:25.294000,840,3
1260,Métro Parc  (Hutchison / Ogilvy),Calixa-Lavallée / Rachel,2,0 days 00:36:24.302000,408,143
1261,Garnier / Beaubien,de Maisonneuve / Aylmer (ouest),3,0 days 00:36:22.844000,47,68
1262,Masson / Molson,de Maisonneuve / Mackay,5,0 days 00:36:22.286400,780,89
1263,Métro Sauvé (Berri / Sauvé),des Érables / Rachel,2,0 days 00:36:22.146500,208,142
1264,Métro Mont-Royal (Utilités publiques / Rivard),Ste-Émilie / Sir-Georges-Etienne-Cartier,1,0 days 00:36:21.949000,347,302
1265,René-Lévesque / Panet,du Havre / Hochelaga,1,0 days 00:36:21.892000,94,80
1266,Ste-Catherine / Towers,Clark / de l'Arcade,1,0 days 00:36:21.795000,86,228
1267,Ste-Catherine / St-Clément,Métro Mont-Royal (Utilités publiques / Rivard),3,0 days 00:36:21.604000,69,347
1268,de la Commune / St-Sulpice,Villeray / de Normanville,1,0 days 00:36:21.181000,35,485
1269,Stanley / René-Lévesque,Molson / Wiliam-Tremblay,19,0 days 00:36:20.658421052,57,886
1270,de Bellechasse / de Lanaudière,Bibliothèque d'Ahuntsic (Lajeunesse / Fleury),2,0 days 00:36:20.657500,824,797
1271,Ontario / Ville-Marie,St-Antoine / Jean-Paul Riopelle,7,0 days 00:36:20.469428571,474,39
1272,CÉGEP du Vieux-Montréal (Ontario / de l'Hôtel-de-Ville),Lajeunesse / Villeray,5,0 days 00:36:20.247800,823,489
1273,Gare d'autocars de Montréal (Berri / Ontario),Collège de Rosemont (Beaubien / 15e avenue),1,0 days 00:36:20.176000,740,840
1274,La Tour de Montréal (Pierre-de-Coubertin / Bennett),de la Commune / St-Sulpice,1,0 days 00:36:19.754000,798,35
1275,15e avenue / Laurier,de la Commune / St-Sulpice,1,0 days 00:36:19.682000,378,35
1276,Ste-Catherine / St-Clément,de Maisonneuve / Aylmer (est),1,0 days 00:36:18.938000,69,106
1277,du Parc-Lafontaine / Rachel,Ball / Bloomfield,1,0 days 00:36:18.813000,176,514
1278,Roy / St-André,Métro Crémazie (Crémazie / Lajeunesse),2,0 days 00:36:15.803500,43,424
1279,de la Commune / King,de la Côte St-Paul / St-Ambroise,2,0 days 00:36:15.716500,51,567
1280,Parc Molson (d'Iberville / Beaubien),de la Commune / Place Jacques-Cartier,5,0 days 00:36:14.802800,769,25
1281,Métro Sherbrooke (de Rigaud / Berri),Marché Atwater,3,0 days 00:36:13.776333333,19,306
1282,Square Victoria (Viger / du Square-Victoria),15e avenue / Laurier,1,0 days 00:36:13.697000,42,378
1283,St-Viateur / Casgrain,Métro Atwater (Atwater / Ste-Catherine),1,0 days 00:36:13.573000,532,83
1284,Marché Maisonneuve,St-Viateur / Casgrain,8,0 days 00:36:12.665250,330,532
1285,du Havre / Hochelaga,de Bleury / de Maisonneuve,13,0 days 00:36:12.609538461,80,462
1286,Parc Jeanne-Mance (monument sir George-Étienne-Cartier),Sherbrooke / Jeanne-d'Arc,5,0 days 00:36:11.249600,214,457
1287,du Mont-Royal / de Brébeuf,de la Porte de Québec / St-André,2,0 days 00:36:10.743000,157,11
1288,Laurier / St-Denis,Ottawa / du Séminaire,2,0 days 00:36:10.476500,558,381
1289,Ste-Catherine / Union,15e avenue / Laurier,1,0 days 00:36:08.646000,426,378
1290,Métro Georges-Vanier (St-Antoine / Canning),Notre-Dame  / St-Martin,73,0 days 00:36:07.947547945,308,301
1291,Métro Joliette  (Hochelaga / Joliette),Parc Jeanne-Mance (du Mont-Royal / du Parc),2,0 days 00:36:07.604000,322,220
1292,Berri / Rachel,Jacques-Casault / Christophe-Colomb,2,0 days 00:36:07.566500,545,491
1293,Villeray / de Normanville,Pierre-de-Coubertin / Aird,1,0 days 00:36:07.409000,485,647
1294,Marché Maisonneuve,des Pins / St-Laurent,3,0 days 00:36:07.259000,330,209
1295,de la Commune / Place Jacques-Cartier,de la Côte St-Paul / St-Ambroise,2,0 days 00:36:06.702000,25,567
1296,15e avenue / Laurier,Jeanne-Mance / René-Lévesque,1,0 days 00:36:06.349000,378,582
1297,du Mont-Royal / Clark,Ontario / Ville-Marie,1,0 days 00:36:05.572000,218,474
1298,McTavish / Sherbrooke,Gary-Carter / St-Laurent,5,0 days 00:36:04.957400,608,396
1299,Masson / Molson,Place d'Youville / McGill,2,0 days 00:36:04.929500,780,37
1300,St-Hubert / du Mont-Royal,Tolhurst / Fleury,1,0 days 00:36:04.111000,187,515
1301,Cité des Arts du Cirque (Paul Boutet / des Regrattiers),Laurier / St-Denis,2,0 days 00:36:03.687000,453,558
1302,Gary-Carter / St-Laurent,Métro Viau ( Pierre-de-Coubertin / Viau),1,0 days 00:36:03.647000,396,329
1303,Clark / de l'Arcade,Georges-Vanier / Notre-Dame,2,0 days 00:36:03.386000,228,303
1304,St-Hubert / de Maisonneuve (nord),Marché Atwater,3,0 days 00:36:02.450000,594,306
1305,Clark / Ontario,Parc Molson (d'Iberville / Beaubien),4,0 days 00:36:00.357500,3,769
1306,de la Commune / St-Sulpice,Bennett / Ste-Catherine,1,0 days 00:35:59.933000,35,530
1307,Jacques-Casault / Christophe-Colomb,Métro Papineau (Dorion / De Maisonneuve),1,0 days 00:35:59.189000,491,103
1308,Jean-Talon / de l'Épée,Gary-Carter / St-Laurent,9,0 days 00:35:58.279555555,500,396
1309,Métro Sherbrooke (de Rigaud / Berri),Parc Villeray (Christophe-Colomb / Jarry),1,0 days 00:35:58.239000,19,342
1310,Square Victoria (Viger / du Square-Victoria),Aylwin / Ontario,2,0 days 00:35:57.920000,42,325
1311,Tolhurst / Fleury,Clark / de l'Arcade,2,0 days 00:35:56.835000,515,228
1312,René-Lévesque / Panet,William / Robert-Bourassa,2,0 days 00:35:56.377500,94,575
1313,Place du Canada (Peel / des Canadiens-de-Montréal),Métro Mont-Royal (Utilités publiques / Rivard),2,0 days 00:35:56.228500,55,347
1314,Cartier / Marie-Anne,Jeanne-Mance / René-Lévesque,1,0 days 00:35:56.032000,544,582
1315,Messier / St-Joseph,Métro Sauvé (Berri / Sauvé),1,0 days 00:35:54.157000,752,208
1316,Ball / Bloomfield,de la Commune / Place Jacques-Cartier,2,0 days 00:35:53.597500,514,25
1317,CHSLD St-Michel (8e avenue / Jarry),Sherbrooke / Jeanne-d'Arc,1,0 days 00:35:53.498000,772,457
1318,Parc Villeray (Christophe-Colomb / Jarry),CHSLD Robert Cliche (de Bellechasse / 16e avenue),3,0 days 00:35:52.579000,342,838
1319,de Maisonneuve / Mansfield (sud),CHSLD Robert Cliche (de Bellechasse / 16e avenue),2,0 days 00:35:52.562000,26,838
1320,Métro Mont-Royal (Utilités publiques / Rivard),Cité des Arts du Cirque (Paul Boutet / des Regrattiers),1,0 days 00:35:51.883000,347,453
1321,de la Commune / Place Jacques-Cartier,Ste-Catherine / St-Clément,1,0 days 00:35:51.300000,25,69
1322,Square Viger (Berri / Viger),Métro Parc  (Hutchison / Ogilvy),1,0 days 00:35:50.735000,839,408
1323,Cartier / Marie-Anne,Parc Nicolas-Tillemont (des Érables / Villeray),1,0 days 00:35:49.021000,544,835
1324,Métro Mont-Royal (Utilités publiques / Rivard),de la Commune / Berri,2,0 days 00:35:48.709500,347,22
1325,de Bleury / de Maisonneuve,Marché Jean-Talon (Casgrain / Shamrock),2,0 days 00:35:48.584000,462,794
1326,Place du Canada (Peel / des Canadiens-de-Montréal),de la Commune / St-Sulpice,1,0 days 00:35:48.477000,55,35
1327,Dorion / Ontario,Métro Crémazie (Crémazie / Lajeunesse),1,0 days 00:35:46.278000,108,424
1328,St-Viateur / Casgrain,Métro Henri-Bourassa (Henri-Bourassa / Millen),2,0 days 00:35:45.437500,532,490
1329,Clark / de l'Arcade,Atwater / Sherbrooke,1,0 days 00:35:45.437000,228,126
1330,des Carrières / Marquette,Ste-Catherine / St-Clément,2,0 days 00:35:44.969000,130,69
1331,William / Robert-Bourassa,Marmier / St-Denis,1,0 days 00:35:44.623000,575,168
1332,Lajeunesse / Villeray,St-Jacques / McGill,6,0 days 00:35:44.459000,489,40
1333,Lajeunesse / Villeray,de Maisonneuve / Mackay,7,0 days 00:35:44.270571428,489,89
1334,Complexe Desjardins (St-Urbain / René-Lévesque),Garnier / Beaubien,8,0 days 00:35:44.034250,888,47
1335,Gary-Carter / St-Laurent,de Maisonneuve / Fullum,16,0 days 00:35:43.498250,396,97
1336,Métro Parc  (Hutchison / Ogilvy),Métro Viau ( Pierre-de-Coubertin / Viau),16,0 days 00:35:43.215187500,408,329
1337,Papineau / Émile-Journault,Métro Sherbrooke (de Rigaud / Berri),1,0 days 00:35:42.771000,675,19
1338,St-Denis / de Maisonneuve,Ste-Émilie / Sir-Georges-Etienne-Cartier,8,0 days 00:35:42.645750,15,302
1339,de Bellechasse / de Lanaudière,Square Viger (Berri / Viger),19,0 days 00:35:42.163947368,824,839
1340,Métro Lionel-Groulx (St-Jacques / Atwater),de Maisonneuve / Fullum,1,0 days 00:35:42.063000,607,97
1341,Lajeunesse / Villeray,Métro Place-d'Armes (Viger / St-Urbain),1,0 days 00:35:41.723000,489,31
1342,René-Lévesque / Panet,Ball / Bloomfield,1,0 days 00:35:40.766000,94,514
1343,St-Hubert / de Maisonneuve (nord),Parc Villeray (Christophe-Colomb / Jarry),1,0 days 00:35:40.401000,594,342
1344,Ball / Bloomfield,Clark / Ontario,1,0 days 00:35:40.121000,514,3
1345,Roy / St-André,Parc St-Henri (Laporte / Guay),5,0 days 00:35:39.749400,43,427
1346,Bibliothèque d'Ahuntsic (Lajeunesse / Fleury),de Bellechasse / de Lanaudière,2,0 days 00:35:39.653000,797,824
1347,Métro Lionel-Groulx (St-Jacques / Atwater),Métro Papineau (Dorion / De Maisonneuve),1,0 days 00:35:39.223000,607,103
1348,Notre-Dame / St-Gabriel,15e avenue / Laurier,1,0 days 00:35:39.205000,24,378
1349,Richmond / des Bassins,Métro Frontenac (Ontario / du Havre),1,0 days 00:35:39.074000,581,109
1350,Parc Nicolas-Tillemont (des Érables / Villeray),Métro Sherbrooke (de Rigaud / Berri),5,0 days 00:35:38.546200,835,19
1351,Frontenac / Ste-Catherine,Métro Mont-Royal (Utilités publiques / Rivard),1,0 days 00:35:38.505000,99,347
1352,St-Urbain / Laurier,Ste-Catherine / Towers,5,0 days 00:35:38.332400,437,86
1353,Cité des Arts du Cirque (Paul Boutet / des Regrattiers),des Érables / Rachel,1,0 days 00:35:36.889000,453,142
1354,de Gaspé / Marmier,Hamel / Sauriol,1,0 days 00:35:36.379000,692,480
1355,de Maisonneuve / Mansfield (nord),Marché Jean-Talon (Casgrain / Shamrock),1,0 days 00:35:36.001000,559,794
1356,Laurier / St-Denis,Métro Pie-IX (Pierre-de-Coubertin / Desjardins),2,0 days 00:35:35.386000,558,388
1357,Métro Champ-de-Mars (Viger / Sanguinet),Richmond / des Bassins,2,0 days 00:35:34.662000,1,581
1358,St-Viateur / Casgrain,Atwater / Greene,1,0 days 00:35:32.981000,532,548
1359,de la Côte St-Paul / St-Ambroise,Notre-Dame / St-Gabriel,1,0 days 00:35:31.777000,567,24
1360,Ball / Bloomfield,St-Hubert / de Maisonneuve (nord),2,0 days 00:35:31.467500,514,594
1361,Place d'Youville / McGill,Garnier / Beaubien,7,0 days 00:35:31.436428571,37,47
1362,Métro Champ-de-Mars (Viger / Sanguinet),Jean-Talon / de l'Épée,2,0 days 00:35:29.245500,1,500
1363,Métro Acadie (de l'Acadie / Beaumont),Ste-Catherine / Towers,1,0 days 00:35:29.226000,501,86
1364,Métro Pie-IX (Pierre-de-Coubertin / Desjardins),Robert-Bourassa / St-Maurice,3,0 days 00:35:28.988666666,388,49
1365,Métro Frontenac (Ontario / du Havre),de Maisonneuve / Mackay,1,0 days 00:35:28.726000,109,89
1366,Clark / Ontario,de la Côte St-Paul / St-Ambroise,1,0 days 00:35:28.575000,3,567
1367,Ball / Bloomfield,Marmier / St-Denis,2,0 days 00:35:28.186000,514,168
1368,de Maisonneuve / Mackay,Messier / St-Joseph,2,0 days 00:35:28.176000,89,752
1369,Métro Sauvé (Berri / Sauvé),Métro Champ-de-Mars (Viger / Sanguinet),1,0 days 00:35:28.029000,208,1
1370,6e Avenue / Bélanger,Square Viger (Berri / Viger),8,0 days 00:35:27.502500,268,839
1371,des Érables / Rachel,Métro Sauvé (Berri / Sauvé),1,0 days 00:35:26.715000,142,208
1372,Stanley / René-Lévesque,Lajeunesse / Villeray,1,0 days 00:35:26.376000,57,489
1373,de la Commune / Berri,Ottawa / William,2,0 days 00:35:26.308000,22,563
1374,Métro Joliette  (Hochelaga / Joliette),Lajeunesse / Villeray,1,0 days 00:35:25.472000,322,489
1375,Parc Molson (d'Iberville / Beaubien),Ste-Catherine / Union,1,0 days 00:35:25.462000,769,426
1376,Complexe Desjardins (St-Urbain / René-Lévesque),Robert-Bourassa / St-Maurice,2,0 days 00:35:25.303500,888,49
1377,de Bellechasse / de Lanaudière,Duke / Nazareth,3,0 days 00:35:25.114000,824,76
1378,Métro Atwater (Atwater / Ste-Catherine),du Mont-Royal / de Brébeuf,4,0 days 00:35:23.720750,83,157
1379,15e avenue / Laurier,Notre-Dame / St-Gabriel,5,0 days 00:35:22.943200,378,24
1380,Métro Parc  (Hutchison / Ogilvy),Gare d'autocars de Montréal (Berri / Ontario),1,0 days 00:35:22.923000,408,740
1381,René-Lévesque / Panet,de Gaspé / Marmier,1,0 days 00:35:22.905000,94,692
1382,de Maisonneuve / Aylmer (ouest),Métro Acadie (de l'Acadie / Beaumont),1,0 days 00:35:22.817000,68,501
1383,CÉGEP du Vieux-Montréal (Ontario / de l'Hôtel-de-Ville),Parc Nicolas-Tillemont (des Érables / Villeray),14,0 days 00:35:22.049714285,823,835
1384,Jacques-Casault / Christophe-Colomb,Messier / St-Joseph,1,0 days 00:35:21.883000,491,752
1385,Sherbrooke / Jeanne-d'Arc,de Bleury / de Maisonneuve,1,0 days 00:35:21.835000,457,462
1386,Chabanel / du Parc,St-Hubert / du Mont-Royal,15,0 days 00:35:19.921600,623,187
1387,Jeanne-Mance / René-Lévesque,Lajeunesse / Villeray,2,0 days 00:35:19.655500,582,489
1388,Métro Parc  (Hutchison / Ogilvy),15e avenue / Laurier,7,0 days 00:35:19.073428571,408,378
1389,du Mont-Royal / Clark,Métro Viau ( Pierre-de-Coubertin / Viau),2,0 days 00:35:18.372000,218,329
1390,Métro Sherbrooke (de Rigaud / Berri),Parc Nicolas-Tillemont (des Érables / Villeray),6,0 days 00:35:18.306166666,19,835
1391,St-Denis / de Maisonneuve,St-Antoine / Jean-Paul Riopelle,3,0 days 00:35:18.142333333,15,39
1392,de Maisonneuve / Aylmer (est),de la Côte St-Paul / St-Ambroise,1,0 days 00:35:18.126000,106,567
1393,Métro Viau ( Pierre-de-Coubertin / Viau),du Havre / Hochelaga,3,0 days 00:35:17.964333333,329,80
1394,Marmier / St-Denis,Richmond / des Bassins,9,0 days 00:35:16.894111111,168,581
1395,Métro St-Michel (Shaughnessy / St-Michel),de l'Hôtel-de-Ville / Rachel,3,0 days 00:35:16.626000,349,309
1396,Marché Jean-Talon (Casgrain / Shamrock),Frontenac / Ste-Catherine,1,0 days 00:35:15.636000,794,99
1397,Villeray / de Normanville,Garnier / Beaubien,21,0 days 00:35:15.219380952,485,47
1398,Viger / Chenneville,de Maisonneuve / Fullum,2,0 days 00:35:13.404500,34,97
1399,Dorion / Ontario,Cathcart / McGill College,30,0 days 00:35:13.180400,108,59
1400,Atwater / Sherbrooke,de la Côte St-Paul / St-Ambroise,3,0 days 00:35:12.231666666,126,567
1401,Métro Pie-IX (Pierre-de-Coubertin / Desjardins),6e Avenue / Bélanger,2,0 days 00:35:11.605500,388,268
